number,country,org
16390,US,WIFI-BEAR-ASN - WiFi Bear LLC
16389,US,"ST-INTERNET-AS - Shurtape Technologies, LLC"
16388,US,"AS-PTI - Protronics Technologies, Inc."
16387,US,"HEALTHYDIRECTIONS - Healthy Directions, LLC"
16386,US,PROGRESSIVEPRODUCE - Progressive Produce Corporation
16385,US,CESG-16385 - COWEN EXECUTION SERVICES LLC.
16384,US,SMCVT - St Michaels College
16383,ES,LACAIXA-AS IT Now S.A.
16381,AT,"Osterreichischer Automobil, Motorrad und Touringclub (OAMTC) Verband"
16380,PL,MILLENNIUM-DM-AS Millennium Dom Maklerski S.A.
16379,IT,UNICREDIT-AS-MUC-DE UniCredit S.p.A.
16378,DE,OTTO-NET Otto GmbH & Co. KGaA
16376,GB,SYSGROUP-PLC SysGroup plc
16375,ZZ,-Reserved AS-
16374,DE,BCIX BCIX Management GmbH
16373,ES,MOEVE MOEVE SA
16371,ES,"acens_AS acens Technologies, S.L."
16370,IL,RANDOM-LOGIC-AS Random Logic Ltd.
16367,SK,"SALAMON SALAMON INTERNET, s.r.o."
16365,DE,COMMERZBANK Commerzbank Aktiengesellschaft
16364,AT,Sony-DADC Sony DADC Europe GmbH
16363,FR,AXIALYS Axialys SAS
16362,GB,The-London-Metal-Exchange The London Metal Exchange
16360,DE,Satlynx_GmbH Signalhorn Trusted Networks GmbH
16358,DE,Ensono GmbH
16356,DE,RDE Ricoh Deutschland GmbH
16354,SK,TIMES-NETWORKS-NET TIMES NETWORKS s.r.o.
16353,GB,Merula Merula Limited
16351,GB,JUNO-AS Juno Records Ltd
16350,NL,ECHELON-AS Root Holding B.V.
16349,GB,FON-AS-2 Fon Wireless LTD
16347,FR,INHERENT ADISTA SAS
16345,RU,"BEE-AS PJSC ""Vimpelcom"""
16344,BG,IS-BG-AS Information Services PLC
16342,PL,TOYA Toya sp.z.o.o
16340,ZZ,-Reserved AS-
16339,GB,VI-UK Virtual Internet (UK) Limited
16338,ES,"ONO-AS2 VODAFONE ONO, S.A."
16334,GB,Sureline-Communications-UK Sureline Communications Limited
16333,MK,A1MK-AS16333 Company for communications services A1 Makedonija DOOEL Skopje
16331,FI,TELE-ENTRE-FI-AS Tele-entre Oy
16328,BG,UACEG-AS University of Architecture Civil Engineering and Geodesy
16327,UA,PAVLABOR-AS Pavlabor LTD
16326,BE,SMALS-MVM SmalS vzw
16324,UA,DANTELECOM-AS Nataliya Vasylivna Protsykevych
16323,RU,INFORM-SYSTEMY-I-TECHNOLOGII-AS Informatsionniye Systemy i Technologii CJSC.
16322,IR,PARSONLINE Parsan Lin Co. PJS
16321,RU,AICONET-AS Aiconet Ltd.
16320,IR,Eniac-Tech-AS Fanavaran Eniac Rayaneh PJSC
16316,DE,TMT TMT GmbH & Co. KG
16315,US,MULTITEL - MultiTEL LLC
16314,AT,"WIENKAV Magistrat der Stadt Wien, Magistratsabteilung 01"
16313,DE,LBB-AS Landesbank Berlin AG
16312,SE,SURFSAFE-AS Internet Vikings International AB
16311,AT,HEROLD-AS Herold Business Data GmbH
16308,RU,State Educational institution for High professional education 'Southern Federal University'
16305,AT,A1TELEKOM-AT A1 Telekom Austria AG
16303,GB,Progressive IPSwitch Networks Ltd
16302,FI,SUOMICOMMUNICATIONS Suomi Communications Oy
16301,RU,DATACOM-AS PJSC Rostelecom
16300,RU,"INTERTAX-AREA JSC ""ER-Telecom Holding"""
16299,ES,XFERA XFERA Moviles S.A.
16298,NL,INTERBOX-AS Lubbers Box Telematica BV
16297,IT,WIIT-IT-AS WIIT S.p.A.
16296,PL,TWINIX-AS Uniqal Media & Communications Sp. z o.o.
16295,SK,"ETEL-SK SWAN, a.s."
16294,BE,DSG-EMEA Descartes Systems (Belgium) NV
16292,IR,kums Kermanshah University of Medical Science and Health Service
16291,PL,GRUDNIK-KRK-PL Grudnik Sp. z o.o.
16290,PL,TARMAN Tarnowski Osrodek Informacyjny Aleksander Rajski
16289,NL,ING-Direct-Spain ING Bank N.V.
16288,PL,KABUM_AS Sfires Software & Hardware Dariusz Swiderski
16287,RU,KUZBASSNET PJSC Rostelecom
16286,IR,UoKashan University of Kashan
16285,RU,ASN-UMN Joint Stock Company TransTeleCom
16284,NG,Inq-Digital-Nigeria-AS
16283,PL,LODMAN-AS2 Lodz University of Technology
16282,IE,AIB-AS-1 Allied Irish Banks PLC
16281,NL,UTELISYS Utelisys Communications B.V.
16280,HU,BCRT BorsodChem Zrt
16279,LV,"AS16279_CITADELE AS ""Citadele banka"""
16278,NL,ACCENTURE-LABS Accenture B. V.
16277,DE,TOC contac Datentechnik GmbH
16276,FR,OVH OVH SAS
16274,PL,BSKNET ING Bank Slaski S.A.
16267,CH,CH Regionalmedien AG
16266,NL,ASN-CANON-NL Canon Europa N.V.
16265,NL,LEASEWEB-NETWORK LeaseWeb Network B.V.
16263,PL,RAMAN Uniwersytet Radomski im. Kazimierza Pulaskiego
16262,RU,DATACHEAP-LLC-AS Datacheap LLC
16261,SE,Bahnhof AB
16260,GB,GTT-AUS GTT - EMEA Ltd.
16256,RU,ReCom-AS MTS PJSC
16255,EE,IRIDIUM-AS IridiumProvider OU
16254,FR,LYRECO-AS Lyreco Management SAS
16253,SE,PRIMLIGHT-AS Primlight AB
16251,SE,Hogskolan i Gavle
16249,RU,HLEBPROM-AS Open Joint Stock Company HLEBPROM
16247,GB,M247-UK M247 UK Ltd
16246,CZ,"AS16246 O2 Czech Republic, a.s."
16245,DK,NGDC Sentia Denmark A/S
16243,NL,VIRTU-AS Virtu Secure Webservices B.V.
16242,CH,AS-NEXTRA Gluecklich GmbH
16238,GB,TELECOM2-AS Telecom2 Ltd.
16237,NL,Nxs KPN B.V.
16236,FR,PSA Stellantis Auto SAS
16235,IR,POYANAZM-AS Pouya Nazm Najafabad Computer Co(PJS)
16234,NO,STAYON Tafjord Connect AS
16232,IT,ASN-TIM Telecom Italia S.p.A.
16230,AE,LIR-AS LIR Limited
16229,CY,PRIMETEL Primetel PLC
16228,FI,AS-VERKKOPALVELUT Pohjoisen Keski-Suomen Verkkopalvelut Oy
16227,RU,VIPLINE-AS Vip Line Telecom Ltd.
16226,BG,NEWGEN Internet & Telecom Solutions Ltd.
16224,GB,FIFA-AS Verizon UK Limited
16223,UA,"COLUMBUS-PE-TE MAXNET TELECOM, LTD"
16222,RU,Autokontinent Fort Ltd
16221,CH,Easy7 Init7 (Switzerland) Ltd.
16220,RO,UTCBNet Civil Engineering University of Bucharest
16218,DE,"ASN-IACD Ingo Assion trading as ""IACD Systemhaus GmbH"""
16214,DZ,CERIST
16213,UA,"TAVRIAVUA-AS Tavria-V, Ltd."
16212,GB,LORAL-SKYNET-ASN Telesat International Ltd
16211,FR,STELLA-NET CELESTE SAS
16210,IT,GRUPPOIH-AS WIIT S.p.A.
16206,ES,ABRARED XFERA Moviles S.A.
16205,DE,DSINET-ASN DSI GmbH Daten Service Informationssysteme
16204,GB,AS44574 Network Services Ltd.
16203,ES,NCG Banco SA
16202,DE,TC-PRIMACOM Tele Columbus AG
16200,GR,BaharNET GeniusMind S.A.
16199,RO,MEGADATA-AS SC Megadata SRL
16197,GB,Innovanti Innovanti Limited
16195,ZZ,-Reserved AS-
16194,BE,RealDolmen Inetum Belgium NV
16193,BG,BORICA-AD BORICA AD
16192,RO,ROM-ELECTRONIC-AS Rom Electronic Company SRL
16191,IT,ICANET-AS B.B.Bell SPA
16190,AM,AS16190 LIR LLC
16189,FR,AS-KleeGroup KLEE SA
16188,DE,PUNKT punkt.de GmbH
16186,NO,ASN-SSC IP Group AS
16185,NO,RINGNETT-NORWAY MODUM KABEL-TV AS
16184,SI,"LUKAKP-AS LUKA KOPER, pristaniski in logisticni sistem, delniska druzba"
16182,PL,Santander_Bank_Polska_S_A Santander Bank Polska S.A.
16181,UA,Merezha Merezha LLC
16179,RU,"ERTELECOM-CGN-AS JSC ""ER-Telecom Holding"""
16178,BA,"Logosoft-AS Logosoft , information engineering and Internet providing"
16177,NL,EquensWorldline equensWorldline SE
16176,RU,MEGALINE-RU-AS MegaLine Ltd.
16175,NO,Signal Signal Bredband AS
16174,GB,INTUITIV-AS Intuitiv Ltd.
16173,RU,CQGI-Rus OOO CQGI Rus
16171,IE,STRENCOM Fulnett Limited
16169,LB,AS-bitar BITAR NET SARL
16168,ES,GENETSIS GENETSIS PARTNERS SL
16167,PL,MBANK-SA MBANK S.A.
16166,GB,ASWORLDPAY2 WorldPay (UK) Limited
16164,GB,SOHONET-AS Sohonet Limited
16163,HR,AGRAMBROKERI Agram Brokeri d.d.
16162,GB,LONDONWEB London Web Ltd
16161,IT,BANCALOMBARDA Intesa Sanpaolo S.p.A.
16160,SK,"SWAN SWAN, a.s."
16158,IL,COMVERSE-AS Mavenir Ltd
16157,RO,STARNETIS S.R.L.
16154,BG,TELECOMS-AS Telecoms-Net Ltd.
16153,ES,SCS-AS Servei Catala de la Salut
16151,DE,BRODOS Brodos AG
16150,SE,PORT80-GLOBALTRANSIT GlobalConnect AB
16148,DE,Network-Team-AS NetWork Team GmbH
16147,NL,Politie Nederland
16145,BA,LANACO-AS Lanaco d.o.o. za Informacione Tehnologije Banja Luka
16143,RU,RadioNet-AS OOO NIIR-RadioNet
16142,SK,"ING-bank-SK ING Bank N.V., pobocka zahranicnej banky"
16141,IT,NETHOUSE Net Bull S.r.l.
16140,FR,MEDIACTIVE-NETWORK MEDIACTIVE SAS
16138,PL,INTERIAPL Interia.pl Sp z.o.o.
16136,FR,POLIRIS-AS DIGITAL CLASSIFIEDS FRANCE - SAS
16135,TR,TURKCELL-AS TURKCELL ILETISIM HIZMETLERI A.S.
16134,ES,"Tecnocratica-Anycast Tecnocratica Centro de Datos, S.L."
16131,NL,VW-MO-GRX Enreach Netherlands B.V.
16130,LB,New Com SAL
16128,FR,AGARIK-NETWORK AGARIK SAS
16125,LT,CHERRYSERVERS1-AS UAB Cherry Servers
16124,UA,"AS16124 JSC ""Ukrtelecom"""
16122,IT,IT-PRADAINDUSTRIAL-AS Prada S.p.A.
16120,RO,"ASUMFT Universitatea de Medicina si Farmacie ""Victor Babes"" Timisoara"
16118,RU,NNT-MOSCOW-AS Thyphone Communications LLC
16117,SE,GAVLENET Gavle Energi AB
16116,IL,Pelephone Communications Ltd.
16115,SE,NASDAQ-ASN Nasdaq Technology AB
16114,CH,"UBPAM-AS UNION BANCAIRE PRIVEE, UBP SA"
16111,CH,ONLINE-CONSULTING Online Consulting AG
16110,PL,PODKARPACKI-NET-AS Podkarpacki.net Rafal Czarny
16108,DE,Deutsches Institut fuer Normung e.V.
16107,DE,COMMERZBANK Commerzbank Aktiengesellschaft
16105,AT,AS-Diamond-Dogs EMAKINA Central and Eastern Europe GmbH
16104,SI,"SKB-AS SKB banka d.d., Ljubljana"
16101,FR,ORDIPAT ORDIPAT SAS
16100,RO,BNS-AS Blocul National Sindical BNS
16099,AT,SOZVERS-NET Hauptverband der oesterreichischen Sozialversicherungstraeger
16097,DE,HLKOMM HL komm Telekommunikations GmbH
16096,GB,betfair The Sporting Exchange (Clients) Ltd
16095,DK,JAYNET Sentia Denmark A/S
16094,RU,MagTelecom-AS Magistralny Telecom LLC
16091,ES,SATEC SISTEMAS AVANZADOS DE TECNOLOGIA SA
16089,NL,IPUBLICATIONS iPublications Holding B.V.
16087,NL,DARKNESS-REIGNS-AS4 Darkness Reigns (Holding) B.V.
16086,FI,DNA DNA Oyj
16085,ES,ASN-INFOBOLSA Bolsas y Mercados Espanoles Inntech SA
16084,DE,EON-IS E.ON Digital Technology GmbH
16083,RU,"STACK-AS StackNet Service, LLC"
16082,GB,SPITFIRE Spitfire Network Services Limited
16081,US,"AS16081 Kyndryl, Inc."
16080,FR,Dalenys Payplug Enterprise SAS
16079,CH,NESTEC_CLGO Nestle Operational Services Worldwide SA
16077,FR,Regus Paris SAS
16076,IT,IPERV-AS Infotech S.r.l
16075,DE,TAZ-AS TAZ Verlags- und Vertriebsgesellschaft mit beschraenkter Haftung Berlin
16074,NL,Capgemini_Outsourcing_NL Capgemini Nederland B.V.
16073,FR,SMILE-OUTSOURCING-LYON Alter Way SAS
16072,DE,FDD First Data GmbH
16071,FR,GRPLEG LEGRAND FRANCE S.A
16066,UA,TEST-UA T.E.S.T. Ltd
16065,NO,SIMULAMET-CRNA Bryhni.com AS
16064,RU,"Infopac-AS ""Region Svyaz Konsalt"" LLC"
16062,LV,"Latvijas tikli, SIA"
16061,IL,ISRACARD-AS Isracard Ltd
16060,KW,Kuwait-MOF-AS Kuwait Ministry of Finance
16058,GA,Gabon-Telecom
16057,FR,Agelia-AS Agelia SAS
16055,AT,AADD-AT AADD GmbH
16054,RU,NSOELSV-AS PJSC Rostelecom
16052,IT,ASN-SELECTA SELECTA INDUSTRIAL OPERATIONS S.P.A
16051,AT,NET-PRO-AS Net Professionals GmbH
16050,GB,Refinitiv-Slough-LO5-res-AS Refinitiv Limited
16049,AT,CPB-Software (Austria) GmbH
16048,FI,Nokia Solutions and Networks Oy
16047,RU,YAR-TT-AS Limited Liability Company YarTranzitTelecom
16046,CH,AS16046 Qbix GmbH
16045,BG,BULINFO-HOSTING Spektar AD
16044,UA,IPORT IPORT UNITED LLC
16043,RU,"SAMARA-TELECOM-AS PJSC ""Vimpelcom"""
16039,ES,"KNET Knet Comunicaciones, S.L."
16037,SE,TETRAPAK-AS AB Tetra Pak
16036,GB,THOMSON-REUTERS Thomson Reuters (Professional) UK Ltd
16035,IT,ECITY UNIDATA S.p.A.
16034,GB,KEME Digital Space Group Limited
16032,GB,TIBUS-ULTRAFAST The Internet Business Ltd
16030,ES,"ALTECOM FIBRACAT Telecom, S.L.U."
16028,FR,Orange S.A.
16027,IT,Allitude-1 Allitude S.p.A.
16026,RO,PETROM-NET OMV PETROM SA
16024,DE,GELSEN-NET GELSEN-NET Kommunikationsgesellschaft mbH
16023,FI,EQUINIX-CLOUD-EXCHANGE-GENEVA-ASN Equinix (Finland) Oy
16020,RU,TASCOM PJSC Moscow city telephone network
16019,CZ,VODAFONE-CZ-AS Vodafone Czech Republic a.s.
16018,IR,SepahBank-AS Public JSC Bank Sepah
16017,DE,HAGER-AS Hager Electro GmbH & Co. KG
16016,SI,ex-VOLJATEL-AS Telemach Slovenija d.o.o.
16015,HU,CIB-AS CIB Bank Zrt.
16014,EE,ESTPAK-GRX Telia Eesti AS
16013,GR,UNISYSTEMSASP Unisystems SA
16012,RU,MTSCenter-AS MTS PJSC
16010,GE,MagticomAS Magticom Ltd.
16007,UA,"ASN-KANCOM UKRAINIAN-AMERICAN-SWISS LIMITED LIABILITY PARTNERSHIP ""KANCOM"""
16006,SK,RUPKKI-SK-AS RUPKKI s.r.o.
16005,UA,ASITCENTROFHOUSING LLC CMSM
16004,IT,MIXITA-AS MIX S.r.L. - Milan Internet eXchange
16003,ES,FORNEX-NL-AS Fornex Hosting S.L.
16001,DE,AAREON-AS Aareon Deutschland GmbH
15997,PL,ITSA Intelligent Technologies S.A.
15996,DE,DTAG-ENX Deutsche Telekom AG
15995,LT,AB SEB bankas
15994,HR,A1HR A1 Hrvatska d.o.o.
15993,PL,BNP Paribas Bank Polska S.A.
15992,GB,VISA-EUROPE Visa Europe Limited
15991,SE,Swedish_Tax_Agency Swedish Tax Agency
15989,US,SFTI-EU Intercontinental Exchange Inc.
15987,DE,PORTUNITY-AS Portunity GmbH
15985,HU,ASN-PIPENET Pipenet Informatics and Securities Bt.
15984,RU,CentroCredit Bank Moscow JSC
15982,ZZ,-Reserved AS-
15981,IT,CSEBO-NET C.S.E. Consorzio Servizi Bancari Soc. Cons. a r.l.
15980,SE,Uppsala University
15978,CH,Bobst MEX SA
15976,IL,ORDERNET-AS Ordernet Ltd
15975,PS,Hadara-AS Hadara Technologies Private Shareholding Company
15974,RU,VTT-AS Joint Stock Company TransTeleCom
15969,PL,Systemia-AS Systemia.pl Sp. z o.o.
15968,ZZ,-Reserved AS-
15967,PL,NETARTGROUP Nazwa.pl Sp.z.o.o.
15966,NL,EMANGO Emango Internet Services B.V.
15965,LU,AS15965 CEGECOM S.A.
15964,CM,CAMNET-AS
15962,SK,OSK-DNI Orange Slovensko a.s.
15961,DE,ATTENDA-NET Ensono GmbH
15960,DE,GLOBALACCESS WIIT AG
15958,RS,CETIN_doo_AS CETIN Ltd. Belgrade
15955,LI,SUPRANET SupraNet AG
15954,ES,"Tecnocratica Tecnocratica Centro de Datos, S.L."
15953,BE,AS_KBCGS_CEDC KBC GLOBAL SERVICES NV
15951,US,"DJUK Dow Jones & Company, Inc."
15948,GR,ICE/HT fundamental and technological research
15946,SI,BANKA-INTESA-SANPAOLO-AS Banka Intesa Sanpaolo d.d.
15945,DE,PfalzKom-Net PFALZKOM GmbH
15943,DE,WTNET-AS wilhelm.tel GmbH
15941,BG,BURDENIS-AS NETGUARD LLC
15939,AT,DELOITTEAT-AS Deloitte Services Wirtschaftsprufungs GmbH
15937,ES,ADIF ADIF
15935,CZ,HA-VEL-LOCAL-AS ha-vel internet s.r.o.
15934,RU,ZEBRA-AS PJSC Rostelecom
15933,DE,ITH ith Kommunikationstechnik GmbH
15932,NO,TGS-INT-NETWORK TELENOR LINX AS
15930,RU,"WIPLINE-AS WIPLINE, LLC"
15929,UA,EMPLOT-AS2 Emplot Ltd.
15927,ZZ,-Reserved AS-
15926,RS,UGNI-AS UNITED GROUP NETWORK INFRASTRUCTURE d.o.o. Beograd
15925,DE,nexiu Occino GmbH
15924,TR,BORUSANTELEKOM-AS Vodafone Net Iletisim Hizmetler AS
15923,IT,ASN-LOGOS Logos S.P.A.
15919,ES,INTERHOST Servicios de Hosting en Internet S.A.
15917,GB,CSC-UK-MWH CSC Computer Sciences Ltd
15916,NL,ABN AMRO Bank N.V.
15915,ES,IBERCOM MASMOVIL IBERCOM SA
15914,GB,British Airways plc
15913,RU,IACP-AS Institute for automation and control processes of Far Eastern Branch of RAS
15912,SE,CL-AS InfraCom Connect AB
15911,LT,SEIMAS-AS Lietuvos Respublikos Seimo kanceliarija
15910,AT,FABASOFT-AT-AS Fabasoft AG
15908,LT,"AS-Medbank UAB ""Medicinos bankas"""
15907,IR,IKIU-ASN Imam Khomeini International University of Qazvin
15904,DE,Hallertau-DE Hallertau.Net e.V.
15902,PL,maque maciej grzeszczuk
15899,LV,ERNIS-AS ERNIS SIA
15897,TR,VodafoneTurkey Vodafone Telekomunikasyon A.S.
15896,GB,YAHOO-DEA Yahoo-UK Limited
15895,UA,"KSNET-AS ""Kyivstar"" PJSC"
15894,DE,LEITWERK-AS LEITWERK AG
15892,MT,MITTS-NET Malta Information Technology Agency (MITA)
15891,DE,GoDaddy Host Europe GmbH
15890,FR,DSP_Martinique_THD Societe Francaise Du Radiotelephone - SFR SA
15889,SI,SRC-SI-AS SRC sistemske integracije d.o.o.
15887,IT,INFOGROUP-AS ENGINEERING INGEGNERIA INFORMATICA SPA
15886,RU,Rekkon-AS Ltd. Konnektika
15884,RU,EXPERT-PRO-AS EXPERT PRO LLC
15882,RO,ASMMC M&M Computers SRL
15881,ZZ,-Reserved AS-
15880,RU,CHIKALIN-AS Private entrepreneur Chikalin Anatoly Nikolaevich
15879,NL,KPN-INTERNEDSERVICES Vancis IP B.V.
15874,PL,INTERKAM INTERKAM sp. z o.o.
15873,RO,OGILVY-AS Ogilvy & Mather Advertising S.R.L.
15870,RU,BST-AS Bst Ltd.
15869,SE,EDS-SE Enterprise Services Sverige AB
15868,RU,NALTEL-AS Nalchik-Telecom Ltd
15867,RU,ED-PARTNER-AS ED-PARTNER LLC
15866,DE,AS-PEGASUS ITventive AG
15865,GB,ELLIOTT-UK-AS Elliott Advisors UK (Ltd)
15857,PL,DIALOG-AS Netia SA
15856,RO,LASTING-INTERNET Lasting System SRL
15855,PL,AERO2 Polkomtel Sp. z o.o.
15854,DE,HP_Webservices EntServ Deutschland GmbH
15853,GR,NatSec NBG Securities SA
15851,PL,WASK-COM Wroclaw Centre of Networking and Supercomputing
15850,RU,AS15850 Cyberplat OOO
15849,ZZ,-Reserved AS-
15848,RU,RSVOSPB-AS JSC Russian Broadcasting and Notification Networks
15847,FR,Interfaces Interfaces SAS
15846,FR,COFACE Compagnie Francaise d'Assurance pour le Commerce Exterieur S.A.
15845,GB,CitC_IRS_Service_AS15845 Computers in the City Ltd
15844,DE,TGC-AS true global communications GmbH
15843,TR,Galatasaray Universitesi
15840,NL,ATT-INF001-A11 AT&T Global Network Services Nederland B.V.
15836,MD,AXAUTSYS Arax-Impex s.r.l.
15835,RU,"MAP Join-stock company ""Internet Exchange""MSK-IX"""
15832,RS,TRIGLAV-OSIGURANJE TRIGLAV OSIGURANJE ADO BEOGRAD
15831,IT,ASN-NETVALLEY Security Reply s.r.l.
15830,NL,Equinix Equinix (EMEA) Acquisition Enterprises B.V.
15829,FR,EUTELSAT Eutelsat S.A.
15827,LV,"TURIBA-AS SIA ""Biznesa augstskola Turiba"""
15826,FR,NFRANCE NFrance Conseil
15825,GH,GDC-ASN
15824,AT,A1-TA-AG A1 Telekom Austria AG
15823,IL,RADWARE-AS Radware Ltd.
15822,SI,AGEN-AS AGENCIJA ZA ENERGIJO
15821,UA,ASTRAL-AS Avtobudplyus LLC
15819,TR,GLOBALMENKUL-NET Global Menkul Degerler SA
15818,LV,gaso-as GASO AS
15817,DE,"MITTWALD-AS Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG"""
15815,AZ,INTRANS-AS INTRA Network Systems Ltd
15814,LU,AS15814 Clearstream Services S.A.
15810,ES,"BBVA-AS Banco Bilbao Vizcaya Argentaria, S.A."
15808,KE,ACCESSKENYA-KE ACCESSKENYA GROUP LTD is an ISP serving
15807,IT,Weblink Weblink srl
15806,IE,ORG-IG30-RIPE Irish Government
15805,CY,SKYNET-CY-AS EPIC LTD
15804,ZZ,-Reserved AS-
15802,AE,DU-AS1 Emirates Integrated Telecommunications Company PJSC
15800,UA,COORDINATOR-AS COORDINATOR LTD
15798,PL,"OLMAN-EDU-AS University of Warmia and Mazury in Olsztyn, Poland"
15796,CH,SALT-CH Salt Mobile SA
15793,SE,Iver Sverige AB
15791,NL,YELLOWGROUP-AS Ram Mobile Data (Netherlands) B.V.
15790,DE,FINANZINFORMATIK-AS-OST Finanz Informatik GmbH & Co. KG
15787,PL,MAGO-AS Powszechna Agencja Informacyjna S.A.
15785,UA,"AS3326-INFRA PRIVATE JOINT STOCK COMPANY ""DATAGROUP"""
15782,SE,TELECOM3-AS Bredband2 AB
15781,RU,QUANTERA-AS PJSC MegaFon
15780,LU,"LARU Luxembourg Amateur Radio Union, A.s.b.l."
15779,IT,SYSKOPLAN Reply S.p.A.
15776,BE,International Business Machines of Belgium Ltd
15774,RU,"TTK-RTL Limited Liability Company ""TTK-Svyaz"""
15772,PL,LoadME Load.me sp. z o. o.
15770,GB,DERWENTSIDE Durham County Council
15769,DE,Deutsche Bank AG
15768,GB,ASWORLDPAY WorldPay (UK) Limited
15767,SI,SOFTNET-AS15767 SOFTNET d.o.o.
15766,IM,DOMICILIUM-AS Domicilium (IOM) Limited
15765,NO,MIMER Tafjord Connect AS
15763,DE,ASDOKOM DOKOM Gesellschaft fuer Telekommunikation mbH
15759,RU,DIN-AS PJSC Rostelecom
15757,RU,Gascom-Net Joint Stock Company Gazprom Space Systems
15756,RU,CARAVAN JSC Avantel
15755,TR,VERITEKNIK VERITEKNIK BILISIM BASIN VE YAYIN LIMITED SIRKETI
15754,RU,TAXTELECOM OOO Taxtelecom
15753,GB,BP-US-2 BP International Ltd
15752,GB,BP-US-1 BP International Ltd
15751,IE,METEORMOBILECOMMS-AS Eircom Limited
15746,IT,ASN-MERCURIO72 IL SENTIERO SERVIZI SOC.COOP. A R.L.
15744,PL,"SILWEB-AS-COM Silesian University of Technology, Computer Centre"
15743,DE,NETDE net.de AG
15742,UA,"PRIVATBANK JSC Commercial Bank ""PrivatBank"""
15741,RU,EXPILINE-AS Expiline Ltd.
15740,NL,ABN AMRO Bank N.V.
15739,LB,BERYTECH-AS Berytech SCAL
15738,UA,UAEXPRESS TOV BF Express Ltd
15736,KZ,"MBS-AS ""Mobile Business Solutions"" MBS LLP"
15735,MT,DATASTREAM-NET GO p.l.c.
15734,ES,Equinix-Connect-Iberia EQUINIX (SPAIN) ENTERPRISES SLU
15733,AT,ZUMTOBEL-AS Zumtobel Group AG
15731,DE,InterLIR InterLIR GmbH
15730,RO,I-SERVICES-PROVIDER I-Services Provider SRL
15728,PL,RMF-KRAKOW-PL Radio Muzyka Fakty Sp. z o.o.
15727,GB,KEME-IPSWICH Digital Space Group Limited
15726,DE,MARCANT-AS MARCANT AG
15725,DE,IKS IKS Service GmbH
15723,AZ,"AZERONLINE ""AZERONLINE LTD"" JOINT ENTERPRISE"
15722,DE,MKDESIGN-AS Martin Kaufmann
15721,LV,CTCO C.T.CO. Ltd.
15720,IT,Poste Italiane S.p.A.
15719,HR,CZVH CENTAR ZA VOZILA HRVATSKE D.D.
15718,US,FL-749-15718 - FROSTWEB LLC
15717,DE,VERSATEL-VPN 1&1 Versatel GmbH
15716,CH,SYGROUP Adfinis AG
15713,UA,GCN-UA LLC Global-City-Net
15711,ES,IBERDROLA Iberdrola S.A.
15709,DE,AS15709 Vodafone GmbH
15707,RU,INGOSSTRAKH-AS Open Joint Stock Company INGOSSTRAKH Insurance Company
15706,SD,Sudatel
15704,ES,AS15704 XTRA TELECOM S.A.
15703,NL,TrueServer-AS TrueFullstaq B.V.
15702,DE,ONSTAGENET euNetworks GmbH
15701,CH,exchange7-RS Init7 (Switzerland) Ltd.
15699,ES,"AS_ADAM Adam EcoTech, S.A"
15698,DE,ENBW-AG EnBW Energie Baden-Wuerttemberg AG
15695,NL,Expereo Expereo International BV
15694,PL,ATMAN-ISP-AS Atman Sp. z o.o.
15693,NL,BUSINESSCONNECT Today Concepts B.V.
15692,GB,RAZORBLUE Razorblue Ltd
15691,IT,LEONET-AS-IT UAN COMPANY S.R.L.
15690,GR,NOANET NATIONAL OBSERVATORY OF ATHENS
15689,GB,ASNUM-ORG-AISN1-RIPE Advanced IT Services Nottingham Ltd
15688,NO,NO-TTSN-ASN3 Tietoevry Norway AS
15687,DK,AS15687 Aeven A/S
15685,CZ,CASABLANCA-AS CASABLANCA INT a.s.
15684,LV,OPTICOM SIA
15683,UA,"DOMASHKA-AS ""AS6723"" LIMITED LIABILITY COMPANY"
15682,RU,ITERANET-AS ITERANET LLC
15681,FR,ENGIE-BE ENGIE SA
15679,OM,"CIS Ministry of Transport, Communication, and Information Technology"
15677,ZZ,-Reserved AS-
15675,CH,"Etat-de-Vaud Direction des Systemes d'Information, Etat de Vaud"
15674,FR,TDF_BRANE_CLOUD TDF SASU
15673,RU,TELESETI-PLUS-AS Teleseti Plus Ltd.
15672,RU,TZTELECOM OOO Telecom TZ
15670,NL,BBNED-AS  Odido Netherlands B.V.
15669,BG,BIX-BG BIX.BG Ltd.
15667,ZZ,-Reserved AS-
15665,PL,WOLA-AS Instytut Geofizyki PAN
15664,SI,SI-Business Business Solutions d.o.o.
15663,IT,UMBRIA_NET Umbrianet S.R.L.
15661,CH,Bank J. Safra Sarasin AG
15660,IT,FINDOMESTIC-AS Findomestic Banca S.p.A.
15659,NO,NEXTGENTEL NextGenTel AS
15657,DE,SPEEDBONE-AS Speedbone Internet & Connectivity GmbH
15656,TR,NANO Nano Iletisim Bilisim Hizmetleri Teknoloji Sistemleri Sanayi ve Ticaret Ltd Sirketi
15654,GB,COMINO Civica UK Ltd.
15645,UA,"AS15645 DE ""Ukrainian Internet Exchange"" (UA-IX)"
15644,DE,FRESENIUS Fresenius SE & Co. KGaA
15643,IL,GetFPV IT Online LTD
15641,GB,Arqiva Arqiva Communications Ltd
15640,RU,FPIC-AS MTS PJSC
15638,RU,UTL Octopusnet LTD
